unique_id,isco88_cg_4,occupation_en,task_en,employer_en,product_en
AS20792_2,2300,teacher,preschool educ,huayang elementari school,educ
AS20794_1,6110,farmer,farm work,farm work,farm work
AS20795_1,6111,farmer,plant crop sweet potato rice wheat,xine rural district chuanshan suin sichuan,plant
AS20795_2,8261,textil worker,spin,changlong textil co ltd mawei district fuzhou,produc gauz
AS20795_3,9132,custom servic depart,chang bed linen make bed,hotel port town fuzhou,hotel
AS20796_1,2149,engin,water heat design,railway bureau design institut,water heat design
AS20797_1,8152,worker,produc lime,lime factori,produc lime
AS20797_2,8152,worker,produc cement,cement factori,produc cement
AS20799_1,5113,tour guid,lead tour group,qinghai wide world travel agenc,escort tour group provid explan
AS20800_1,6111,farm work,corn cultiv etc,lushan yaan sichuan,plant grain
AS20800_2,6111,farm work,plant rice corn etc,jingkou villag gaoh town qionglai chengdu sichuan,plant grain
AS20801_1,9132,kitchen logist,odd job clear tabl kitchen work,restaur leshan,provid food servic
AS20801_2,5220,sale,retail sale merchandis,supermarket leshan,retail servic
AS20802_1,6112,farmer,plant veget,yongshou township dongpo district meishan prefectur sichuan,plant veget
AS20802_2,5230,selfemploy,sell veget,dongpo district meishan prefectur sichuan,retail sale veget
AS20804_1,6110,farmer,plant crop,dajiepo villag dongx district neijiang sichuan,plant
AS20804_2,5220,shop attend,issu invoic etc,guangm guomin glasswork maoy compani panzhihua sichuan,sell glass
AS20805_1,6111,farm,plant grain,rural villag,agricultur servic
AS20806_1,8324,driver,transport cargo,changdu transport corp tibet,transport servic
AS20806_2,8322,driver,pick deliv botan garden staff,botan garden,travel servic
AS20806_3,8322,driver,pick deliv staff,privat entiti,transport servic
AS20807_1,6111,farm,plant grain,rural villag,agricultur servic
AS20807_2,3415,sale work,sell accessori,privat enterpris,commerci servic
AS20807_3,3112,construct worker site manag,supervis construct site,construct entiti,construct servic
AS20807_4,3415,sale work,sell accessori,privat enterpris,commerci servic
AS20809_1,2331,teacher,educ student,songpan elementari school,educ servic
AS20810_1,7120,civil construct worker,build hous,privat entiti,construct servic
AS20810_2,9312,manual labor,dig dirt,brickyard dongfeng,construct servic
AS20810_3,7120,civil construct worker,construct servic,freelanc,construct servic
AS20810_4,7136,privat busi owner,ventil duct instal servic,ventil duct shop,commerci servic
AS20811_1,3433,account,financ,food product compani,food product servic
AS20811_2,4100,soldier,cleric,armi,militari servic
AS20811_3,2320,teacher,teach mathemat,secondari school pengxi counti,educ servic
AS20811_4,2310,teacher,respons educ,pengan normal school nanchong,educ servic
AS20812_1,7120,construct worker,construct servic,construct compani,construct servic
AS20812_2,7436,embroideri worker,respons embroideri,garment factori,apparel servic
AS20812_3,1210,owner privat busi,produc apparel,privat run garment factori,apparel servic
AS20814_1,7137,electrician,circuitri mainten,paper mill chongzhou,paper manufactur servic
AS20814_2,3416,purchas worker,purchas servic,build materi factori,construct servic
AS20815_1,7221,blacksmith,make iron tool,freelanc,commerci servic
AS20815_2,5220,privat busi owner,sell anim feed,freelanc,commerci servic
AS20815_3,7124,woodwork,make mold,freelanc,construct servic
AS20816_1,6111,farm,plant grain,rural villag,agricultur servic
AS20817_1,7120,construct worker,construct servic,privat entiti,construct servic
AS20817_2,9331,pedicab owner,transport work,freelanc,transport servic
AS20817_3,7142,painter,make mold,furnitur factori,furnitur servic
AS20817_4,6112,afforest worker,green environ,xihua univers,environment servic
AS20819_1,6111,farm,plant grain,rural villag,agricultur servic
AS20820_1,6110,farmer,plant grain,rural villag,agricultur servic
AS20820_2,5220,owner privat busi,sell cloth,freelanc,commerci servic
AS20820_3,1210,owner chemic factori,respons metal product,freelanc,commerci servic
AS20820_4,5220,owner privat busi,sell cloth,freelanc,commerci servic
AS20820_5,9131,nanni,respons famili work,freelanc,commerci servic
AS20821_1,6111,farmer,plant grain,rural villag,agricultur servic
AS20821_2,7124,carpent,carpentri,freelanc,construct servic
AS20821_3,3433,manag work,respons financ,coal process plant,commerci servic
AS20821_4,5230,owner privat busi,sale,busi,commerci servic
AS20822_1,8333,electr flat car oper,respons flat car oper,garment factori,garment manufactur
AS20822_2,3439,hotel manag,hotel mainten manag,exhibit center hotel,hotel servic
AS20824_1,2310,teacher,educ student,neijiang normal school,educ servic
AS20824_2,2310,teacher,educ student,chengdu technolog univers,educ servic
AS20824_3,2444,translat,translat document,africa,commerci servic
AS20824_4,2310,teacher,educ student,chengdu technolog univers,educ servic
AS20824_5,2444,translat,translat document,democrat republ congo,educ servic
AS20825_1,6111,farm,plant grain,rural villag,agricultur servic
AS20825_2,7120,construct worker,build hous,privat construct,construct servic
AS20826_1,6110,farm,farm,jianyang,farm
AS20826_2,7212,manufactur burglarproof door,cut iron sheet,jianyang,cut iron sheet
AS20826_3,6151,net pen fish farm,net pen fish farm,jianyang,net pen fish farm
AS20826_4,6112,plant sell black fungus,plant sell black fungus,jianyang,plant sell black fungus
AS20826_5,7123,rebar worker,rebar bind sort,chengdu,rebar bind sort
AS20827_1,4211,ticket seller,ticket sale,chengdu,ticket sale
AS20827_2,5123,hotel staff,hotel staff,chengdu,hotel staff
AS20829_1,7212,solder,solder electron compon,electron factori jiangsu,solder electron compon
AS20829_2,5123,waiter,clean make tea refil water,teahous xinjin chengdu,clean make tea refil water
AS20830_1,3118,draft,draft make blueprint organ inform,chemic design research institut qinghai provinc xine qinghai,draft make blueprint organ inform
AS20830_2,3416,buy drug distribut medic,buy drug distribut medic,chongzhou prefectur public health center sichuan,buy drug distribut medic
AS20830_3,3222,administ vaccin inject public health prevent work,administ children vaccin inject,chongzhou prefectur public health center sichuan,administ children vaccin inject
AS20831_1,6110,farmer,plant crop,anyu,plant crop
AS20832_1,9312,temporari worker,dig move thing,chengdu,dig move thing
AS20832_2,6110,farmer,plant crop,chengdu,plant crop
AS20832_3,7422,woodwork,saw wood make model,chengdu,saw wood make model
AS20834_1,7433,sew,knit sweater make cloth,shuangliu,knit sweater make cloth
AS20834_2,5220,salesperson,sell cigarett alcohol,shuangliu,sell cigarett alcohol
AS20835_1,4112,telegraph oper,send telegram,daxian sichuan,send telegram
AS20835_2,8150,oper,oper machineri equip,chemic factori yinchuan,oper machineri equip
AS20835_3,3416,purchas,purchas chemic raw materi,sichuan,purchas chemic raw materi
AS20835_4,8154,oper,manufactur machineri equip,black carbon workshop sichuan,manufactur machineri equip
AS20835_5,5169,secur guard,maintain secur,shifang,maintain secur patrol
AS20835_6,7241,overhaul repairman,overhaul equip,natur gas compani chengdu,overhaul equip
AS20836_1,6110,farmer,plant crop,renshou,plant crop
AS20836_2,7100,mason,bricklay plaster,chengdu,bricklay plaster
AS20836_3,9331,pick iron,move iron push cart,chengdu,move iron push cart
AS20837_1,6110,educ urban youth,plant crop,hongya meishan,plant crop
AS20837_2,5123,hotel servic staff,purchas food materi deliv dish tabl clear dish utensil,hongya meishan,purchas food materi deliv dish tabl clear dish utensil
AS20837_3,3439,administr manag,manag coordin administr matter,food servic compani hongya meishan,manag coordin administr matter
AS20837_4,4222,receptionist,photographi studio recept issu invoic,photographi studio hongya meishan,photographi studio recept issu invoic
AS20839_1,3433,farm account,plant grain simpl account,kanjia township yanjiang district ziyang prefectur sichuan,plant grain
AS20839_2,3439,villag cadr,rural district cadr,kanjia township yanjiang district ziyang prefectur sichuan,manag villag affair
AS20839_3,6110,farm,plant grain,kanjia township yanjiang district ziyang prefectur sichuan,plant crop
AS20841_1,7412,cake worker,bake pastri bake cake,food process plant qionglai citi sichuan,food process plant
AS20841_2,7233,machineri repairman,machineri repair part process,nut bolt factori qionglai citi sichuan,machin part process
AS20841_3,7212,roll shutter door instal,welder,selfemploy qionglai citi sichuan,roll shutter door instal
AS20841_4,8324,truck driver,truck driver,selfemploy qionglai citi sichuan,selfemploy busi
AS20842_1,6110,farmer,plant crop physic activ carri,rural villag luzhou prefectur,rural villag
AS20842_2,7111,miner,manual miner coal mine,luzhou,sell miner exploit site
AS20842_3,9331,pedicab driver,pedicab driver carri passeng,urban administr bureau shuangliu counti,manag pedicab
AS20844_1,6110,farmer,farm,qingjiang villag jingu town santai counti mianyang prefectur sichuan,agricultur product plant grain
AS20844_2,7136,pipe worker,pipe instal mainten,water compani santai counti mianyang prefectur sichuan,water suppli
AS20845_1,6121,livestock manag,livestock manag,livestock station muma town wuyang township pengshan counti sichuan,anim epidemiolog quarantin inspect livestock develop plan
AS20846_1,6110,educ urban youth,plant crop,rural villag chongzhou,rural villag
AS20846_2,8112,dishwash,gear mill machin oper,bureau geolog miner resourc,miner resourc product
AS20846_3,4131,tradit chines pharmaci warehous manag,tradit chines medicin warehous manag,bureau geolog miner resourc employe hospit,medic institut
AS20846_4,3241,physic therapist,acupunctur ultra short wave therapi instrument,bureau geolog miner resourc employe hospit,medic institut
AS20846_5,2230,nurs,inject transfus chang dress,bureau geolog miner resourc employe hospit,medic institut
AS20846_6,2224,pharmaci,distribut medic,bureau geolog miner resourc employe hospit,medic institut
AS20847_1,6110,farmer,plant crop,rural villag zizhong counti,rural villag
AS20847_2,2411,account,prepar financi statement book keep,qinglong villag,villag brigad
AS20849_1,3433,account manag secretari,manag,household sundri compani longquan,household sundri
AS20850_1,7233,machineri repairman,repair machineri,sichuan cotton mill 1,textil industri
AS20851_1,5141,barber,shampoo color hair cut hair etc,meiqi cosmetolog hair salon,cosmetolog hair style
AS20851_2,9161,recycl sort wast herbal medicin,recycl sort wast herbal medicin,selfemploy busi owner recycl renew resourc,recycl renew resourc
AS20852_1,6110,educ urban youth,till plant crop etc,hot water team number 3 unit commune huidong counti xichang sichuan,plant
AS20852_2,4131,warehous custodian,cement distribut accessori similar materi,cement factori huidong counti,cement product
AS20852_3,4131,warehous custodian,distribut certain materi use power line,iron work weiyuan neijiang,product perimet electr product
AS20852_4,4131,warehous custodian,distribut automot part similar materi,selfemploy automot repair,automot repair
AS20854_1,8211,worker,run lath plane machin,machineri factori guanxian,produc farm machineri product
AS20854_2,4131,warehous custodian manag,distribut materi part bit tool etc,fame machineri factori wenjiang,produc farm machineri product
AS20854_3,4111,warehous custodian manag,neighborhood committe work visit factori provid guidanc etc,guankou town resid committe,govern depart
AS20854_4,8155,lath oper,lath oper labor union chairman,fli ash brick factori guankou,produc fli ash brick
AS20855_1,7241,electr oper worker,monitor instrument oper inspect repair machineri,xinjin town power generat station,monitor instrument oper inspect repair machineri
AS20855_2,6110,farmer,plant crop,xinjin,plant crop
AS20855_3,7136,power station repairman,instal pipelin electr circuit,power generat station tibet,instal pipelin electr circuitri
AS20855_4,7241,power oper worker,monitor instrument oper inspect repair machineri,xinjin town power generat station,monitor instrument oper inspect repair machineri
AS20856_1,8222,produc firecrack,produc firecrack,jianyang sichuan,produc firecrack
AS20856_2,8240,produc chair,produc chair,lumber process factori chengdu sichuan,produc chair
AS20856_3,7131,bricklay,bricklay,xinjiang,bricklay
AS20857_1,6000,farmer,farm,guangyuan,farm
AS20859_1,6110,farmer,plant crop,lezhi ziyang,plant crop
AS20860_1,8162,worker,stoke boiler run planer bench work,coal construct compani qingyang district,manufactur honeycomb briquett
AS20860_2,3415,salesman,sell machineri,machineri factori hecheng,produc sakai machineri
AS20860_3,4121,clerk,distribut retir pay social secur prepar tax file etc,zhong hua machineri co ltd,industri machin process
AS20861_1,3439,hot pot restaur manag,hot pot restaur manag,neijiang sichuan,hot pot restaur manag
AS20861_2,1210,restaur owner,restaur manag,neijiang sichuan,restaur manag
AS20861_3,1210,ktv owner,ktv manag,panzhihua sichuan,ktv manag
AS20861_4,3152,logist safeti accid,logist safeti accid,chengdu sichuan,logist safeti accid
AS20862_1,7422,woodwork,saw lumber produc furnitur,jianyang sichuan,saw lumber produc furnitur
AS20862_2,6000,farmer,farmer,jianyang sichuan,farmer
AS20864_1,2300,teacher,teacher,suin sichuan,teacher
AS20864_2,4211,cashier,cashier,villag financ offic sichuan,cashier
AS20864_3,3442,tax manag,tax manag,local tax author suin sichuan,tax manag
AS20866_1,6111,farmer,plant wheat rice corn etc,langzhong,plant wheat rice corn etc
AS20866_2,8332,bulldoz oper,bulldoz oper,liaon,bulldoz oper
AS20866_3,7422,woodwork,saw wood paint assembl furnitur etc,guangdong,saw wood paint assembl furnitur etc
AS20867_1,5161,soldier,fire prevent work,armi,militari servic
AS20867_2,3439,administr,administr work,bureau qualiti technic supervis wenjiang district chengdu,qualiti test servic
AS20869_1,8280,door window worker,respons make door window,privat enterpris manufactur door window,construct servic
AS20871_1,4100,offic clerk,manufactur paper pattern handbag,handbag factori,commerci servic
AS20871_2,1210,internet caf owner,sell merchandis,freelanc,commerci servic
AS20872_1,4142,logist staff,distribut comput accessori,comput compani,electron servic
AS20874_1,8122,sewer concret pour work,sewer concret pour work,smelt plant,smelt servic
AS20874_2,7411,food product worker,respons slaughter live pig,food product compani,food product servic
AS20874_3,5220,grocerysundri shop owner,respons sundri shop sale,ran grocerysundri shop,commerci servic
AS20874_4,1210,noodl shop owner,ran noodl shop,ran noodl shop,commerci servic
AS20875_1,7120,construct worker,build hous,construct compani,construct servic
AS20875_2,3112,manag,project manag,construct compani,construct servic
AS20876_1,7120,civil construct worker,respons civil construct,privat entiti,construct servic
AS20876_2,6111,farmer,plant grain,rural villag,agricultur servic
AS20877_1,6111,farmer,plant grain,rural villag,agricultur servic
AS20877_2,5230,veget farmer,sell veget,freelanc,commerci servic
AS20879_1,2145,scientif research,appli radiat,sichuan institut atom energi,appli radiat research
AS20879_2,2111,manag research fellow,manag scientif research,sichuan provinci center diseas control,radiat protect manag
AS20879_3,2145,expert,direct radiat test assess,sichuan zhonghuan kangyuan health technolog co ltd,radiat test assess servic
AS20880_1,4131,warehous custodian,distribut minor part labor protect articl auxiliari materi,bright saw factori chengdu,produc saw blade
AS20880_2,8320,driver,transport materi,tibet automot battalion 16,militari
AS20880_3,8320,driver,transport survey machineri etc,top level armi survey corp,produc bright saw blade
AS20881_1,6110,farmer,plant grain veget,farm,plant
AS20881_2,5220,salesperson proprietor,sell,selfemploy,sell
AS20882_1,3439,grassroot cadr,qualiti inspect,first construct compani sichuan,build hous construct categori
AS20884_1,6110,educ urban youth,support work,sanquan town zitong counti mianyang prefectur sichuan,plant grain
AS20884_2,110,soldier armi,soldier clerk teacher,guyuan prefectur ningxia hui autonom region,armi
AS20884_3,3439,manag,execut manag,tradit chines herbal medicin compani zitong counti mianyang prefectur sichuan,wholesal tradit chines herbal medicin
AS20884_4,3439,administr,administr enforc administr,zitong administr qualiti technolog supervis mianyang prefectur sichuan,administr enforc agenc
AS20885_1,3433,account,bookkeep,tiquan villag,rural villag
AS20885_2,110,artilleryman,train,armi gansu,armi
AS20885_3,3112,water resourc staff,direct construct work,peopl drainag,water resourc construct
AS20885_4,3433,account,bookkeep,nongjinzhan,govern institut
AS20885_5,3439,villag branch secretari,cleric,tiquan villag,rural villag
AS20885_6,1120,vice mayor,cleric,township govern,govern
AS20885_7,4100,cleric,cleric,township govern,govern
AS20886_1,4100,cleric,offic manag supervis,mianyang prefectur construct bureau sichuan,construct administr
AS20886_2,2141,design,landscap design,landscap architectur firm jinniu district chengdu sichuan,landscap design
AS20886_3,2141,design,landscap design,landscap architectur firm qingyang district chengdu sichuan,landscap design
AS20886_4,2141,design,landscap design,landscap architectur firm nanlijiao chengdu sichuan,landscap design
AS20887_1,6112,pick tea leav,pick tea leav,tea compani fujian,tea leaf product
AS20887_2,9322,sundri brick,sundri brick,brick factori jiangxi,brick product
AS20887_3,9312,mortar carrier,carri mortar,construct compani shanghai,build hous
AS20887_4,8211,brass punch oper,brass punch,privat busi wenzhou,part product
AS20887_5,8223,solder,sort convey part,privat busi wenzhou,part product
AS20887_6,9162,supermarket janitor,sweep clean,dujiangyan,retail sale sundri
AS20889_1,6111,farmer,plant rice wheat corn rais fish,sichuan meishan life insur,plant
AS20889_2,5230,fruit wholesal,sell fruit,selfemploy beij fruit,sell fruit
AS20889_3,3112,construct site inspector,put pressur keep record construct site,southwest jiaotong univers,educ
AS20890_1,5141,barber,cut shampoo hair etc,zizhong counti neijiang sichuan,beauti shop
AS20890_2,5149,foot washer,wash feet,fuqiao xian,bathhous
AS20890_3,5220,apparel salesperson,sell apparel etc,selfemploy apparel wholesal xishui guizhou,apparel
AS20891_1,2411,account,calcul bill etc,xichang grain administr,govern depart
AS20891_2,2411,account buyer manag,calcul bill purchas merchandis manag etc,liangshanzhou commod bureau,govern depart
AS20891_3,1224,manag,manag,selfemploy metal materi,metal
AS20892_1,3439,manag,manag worker,repair shop,automot repair
AS20892_2,4211,ride truck,ride truck manag personnel,freight busi,transport servic
AS20892_3,2331,teacher,manag student,elementari school,educ student
AS20894_1,6111,farmer,plant corn wheat etc,qingbaijiang district chengdu sichuan,plant grain crop
AS20894_2,3439,civil servant,public manag,qingbaijiang govern chengdu sichuan,depart town govern
AS20894_3,9322,mover,move cargo,chemic factori plastic factori qingbaijiang district chengdu sichuan,industri product
AS20894_4,4131,warehous manag,warehous manag,commissari cardboard box factori cuqiaoxiang wuhou district chengdu sichuan,product cardboard cardboard box
AS20895_1,6110,plant crop,plant seed harvest,farm,plant crop
AS20895_2,7124,woodwork,insitu cement,construct site,build hous
AS20896_1,6110,farmer,carri manur harvest crop,rural villag cuiyuehu township,rural villag
AS20896_2,110,skill solder,transport fuel,armi shanxi,armi
AS20896_3,6110,farmer,plant crop,rural villag cuiyuehu township,rural villag
AS20897_1,7141,construct renov,paint whitewash wall,anyu counti ziyang prefectur sichuan,construct
AS20897_2,7133,selfemploy interior decor,wall treatment,anyu counti ziyang prefectur sichuan,selfemploy interior decor
AS20899_1,6110,rural villag,plant crop,tuandengba villag,rural villag
AS20900_1,3433,account,bookkeep,gansu forestri bureau,buildingrepair highway bridg
AS20900_2,7222,smelt mold worker,smelt mold,gansu forestri bureau machineri repair plant,automot repair
AS20900_3,4100,timesheet calcul cashier cleric,timesheet calcul cashier cleric,dongfang electr machineri factori deyang,produc electr machin
AS20900_4,7231,repairman,automot repair,gansu forestri bureau machineri repair plant,buildingrepair road
AS20901_1,4131,warehous manag,bookkeep cleric work,electron factori guangdong,produc comput part
AS20901_2,8320,driver,drive,construct busi chengdu,construct entiti
AS20901_3,3439,outdoor construct work construct site,supervis work railroad highway construct site,construct busi chengdu,construct entiti
AS20904_1,6130,educ urban youth,plant crop feed chicken pig etc,chadian peopl commune longquanyi district chengdu,plant
AS20904_2,7422,worker,woodwork work,dongfanghong machin tool factori chengdu,produc c620 machin tool
AS20904_3,7124,middl manag,woodwork work logist manag,radio factori 2 chengdu,produc radio
AS20904_4,3439,manag,logist manag primarili machineri equip school desk,bureau educ longquanyi district chengdu,educ institut
AS20905_1,6111,farmer,plant corn rape rice soybean wheat etc,ruiyun group 6 qinggang town renshou counti meishan prefectur sichuan,plant
AS20905_2,9322,odd job,cut stray thread various packag etc,handbag factori shenzhen,produc handbag
AS20905_3,6111,farmer,watch children perform housework plant crop includ wheat rice,ruiyun group 6 qinggang town renshou counti meishan prefectur sichuan,plant
AS20906_1,6110,farmer,farmer,farm,plant
AS20907_1,3433,account,provid servic peopl come complet busi formal,construct bank,provid deposit withdraw servic peopl
AS20907_2,3439,manag,manag work,provinci bureau grain foodstuff,manag grain foodstuff system
AS20909_1,6110,farm,plant,anl villag pingl town qionglai counti chengdu sichuan,plant grain crop
AS20909_2,7122,construct worker,construct worker bricklay plaster,lhasa tibet autonom prefectur,build construct
AS20909_3,9333,move coal,move honeycomb briquett,lhasa tibet autonom prefectur,selfemploy sale honeycomb briquett
AS20909_4,8322,driver,minibus driver,lhasa tibet autonom prefectur,selfemploy transport
AS20910_1,9312,build power station,dig inspect cement,dujiangyan,build power station
AS20910_2,110,secur guard,respons safeti other,armi,armi
AS20910_3,8324,truck driver,drive,armi,armi
AS20910_4,8320,passeng vehicl driver,drive,hydroelectr power bureau,build power station
AS20910_5,8324,truck driver,drive,hydroelectr power bureau,build power station
AS20910_6,8322,jeep driver,drive,hydroelectr power bureau,build power station
AS20911_1,6110,farmer,plant crop fruit,donghua villag,rural villag
AS20912_1,2221,physician,cardiologist,hospit tianhui town,healthcar provid
AS20912_2,3152,intern cooper staff,qualiti control intern cooper,medic equip compani,produc medic devic
AS20914_1,6110,farmer,plant crop,jinfengxiang dujiangyan chengdu sichuan,plant grain crop
AS20914_2,6111,mechan irrig apprentic,oper diesel machineri,zhongxin town dujiangyan chengdu sichuan,agricultur machineri
AS20914_3,8331,driver,drive tractor maintain machineri,agricultur machineri depot jinfengxiang dujiangyan chengdu sichuan,use agricultur machineri
AS20914_4,3439,agricultur machineri manag fuel station oper,agricultur machineri depot manag fuel busi,agricultur machineri depot jinfengxiang dujiangyan chengdu sichuan,agricultur machineri fuel supplier
AS20915_1,7431,fluf cotton,fluf cotton,rongj counti yaan prefectur,fluf cotton
AS20915_2,7123,rebar worker,bundl mold rebar,chengdu sichuan,bundl mold rebar
AS20915_3,7123,rebar worker,bundl mold rebar,inner mongolia,bundl mold rebar
AS20916_1,6130,farmer,plant crop fish farm,renshou meishan sichuan,plant crop fish farm
AS20916_2,7212,welder instal worker,weld instal antitheft door,chengdu sichuan,weld instal antitheft door
AS20916_3,8322,pedicab driver,drive pedicab,chengdu sichuan,drive pedicab
AS20917_1,110,navi,helmsman,lshun liaon,helmsman
AS20917_2,3439,grassroot cadr,grassroot cadr administr work,shuangliu,grassroot cadr administr work
AS20917_3,9322,worker,mix paint produc sampl,paint factori shuangliu counti,mix paint produc sampl
AS20917_4,4131,warehous gatekeep attend,warehous gatekeep warehous attend,furnitur factori shuangliu counti,warehous gatekeep warehous attend
AS20919_1,9133,dishwash,dishwash,chengdu,dishwash
AS20919_2,7130,plumberelectrician,plumberelectrician,jiuyan bridg,plumberelectrician
AS20919_3,5122,chef,chef,chengdu,chef
AS20919_4,7130,plumberelectrician,plumberelectrician,chengdu,plumberelectrician
AS20920_1,6112,farmer,plant strawberri rapese,shuangliu,plant strawberri rapese
AS20921_1,6110,educ urban youth equival farmer,physic labor harvest crop,xichang,physic labor harvest crop
AS20921_2,4131,warehous manag,record quantiti part accessori enter exit warehous,telecommun bureau,record quantiti part accessori enter exit warehous
AS20921_3,4211,cafeteria meal ticket seller,sell meal ticket,telecommun bureau,sell meal ticket
AS20922_1,4131,scorekeep sun ground custodian,record keep,nanbu counti sichuan,record keep
AS20922_2,6110,nan,farm,nan,farm
AS20922_3,6110,farm labor,farm cooli labor,nanbu counti sichuan,farm cooli labor
AS20922_4,4131,materi attend,record keep,guangyuan sichuan,record keep
AS20922_5,6000,farmer,farm,nanbu counti sichuan,farm
AS20924_1,3152,safeti inspector,downhol gas inspect,shifang deyang sichuan,downhol gas inspector
AS20924_2,2221,physician,physician,shifang deyang sichuan,physician
AS20924_3,3415,chemic product salesperson,sell chemic product,shifang deyang sichuan,sell chemic product
AS20924_4,6000,farmer,farm,shifang deyang sichuan,farm
AS20925_1,6110,product brigad scorekeep,farm keep record,shuangliu chengdu,farm keep record
AS20925_2,6110,econom manag,farm financi manag,shuangliu chengdu,farm financi manag
AS20925_3,6110,food custodian,farm weigh grain record weight,shuangliu chengdu,farm weigh grain record weight
AS20925_4,3439,women director product brigad,farm famili plan,shuangliu chengdu,farm famili plan
AS20926_1,4131,construct materi custodian,steel materi custodian,shengzhong reservoir construct brigad,construct
AS20926_2,3416,purchas,buy pig rural villag,process meat food compani,meat
AS20926_3,4131,construct materi custodian,cement custodian,privat construct site henan,construct
AS20926_4,3416,purchas,buy pig,process meat food compani,meat
AS20926_5,3152,manag,regul slaughterhous safeti,slaughterhous process meat food compani,meat
AS20926_6,3152,food inspect,respons affix seal qualifi pork,process meat food compani,meat
AS20927_1,6111,farmer,plant crop includ wheat rice,chongyi township dujiangyan sichuan,plant
AS20927_2,9312,construct worker,move lift bag cement,selfemploy construct,construct
AS20929_1,8150,worker,chemic oper analyst etc,chenguang chemic industri research institut branch factori zigong,produc organ glass
AS20929_2,3433,account,workshop cost calcul report,chenguang chemic industri research institut branch factori zigong,produc organ glass
AS20929_3,4130,section member,technic manag supervis control raw materi,chenguang chemic industri research institut zigong,produc glass
AS20930_1,8320,driver,drive,privat entiti,transport
AS20931_1,3212,educ urban youth,dissemin pesticid inform pesticid test inspect pest damag crop,anl villag,rural villag
AS20931_2,8154,nitrogen fertil product,regul gas composit,chongzhou nitrogen fertil factori,nitrogen fertil product
AS20931_3,7130,plumb electr instal,plumb electr instal,selfemploy chongzhou,selfemploy busi
AS20931_4,8276,refin sugar product,oper machineri,sugar mill chongzhou,refin sugar product
AS20932_1,4131,warehous attend,warehous materi custodian,trade compani lhasa tibet autonom region,food sundri trade
AS20932_2,3410,salesman,purchas sale,trade compani lhasa tibet autonom region,food sundri trade compani
AS20932_3,3415,salesman,sale,breweri lezhi counti ziyang prefectur sichuan,soy sauc vinegar product
AS20934_1,3439,administr,qualiti control,compani dongcheng district chengdu sichuan,pharmaceut compani
AS20934_2,3439,administr,administr,govern agenc wuhou district chengdu sichuan,govern depart
AS20935_1,6112,plant veget,plant sell veget,chengdu,veget brigad
AS20935_2,6112,nan,plant sell veget,nan,communiti
AS20935_3,5220,steam bun sale,sell steam bun,southwest nation colleg,school
AS20935_4,3442,tax collector director manag,tax collector collect fee util,ximianqiao neighborhood chengdu,communiti
AS20936_1,4133,railroad worker,field shunt,chengdu railway bureau,rail transport
AS20936_2,2142,engin,cleric work,chengdu railway bureau,rail transport
AS20937_1,110,infantryman,soldier train,armi xine suburb qinghai,infantri compani
AS20937_2,110,soldier,plant grain,armi hexi zoulang gansu,armi logist product
AS20937_3,3439,villag cadr,manag villag affair,laop villag sanh town jiangyou prefectur sichuan,manag villag affair
AS20937_4,6111,farmer,plant wheat corn etc,laop villag sanh town jiangyou prefectur sichuan,agricultur product
AS20937_5,9152,templ manag,guard manag templ,templ laop villag sanh town jiangyou prefectur sichuan,templ
AS20939_1,6110,farmer,plant harvest etc,boer villag xingyi town xinjin counti chengdu sichuan,plant grain
AS20939_2,8331,tractor driver,drive tractor,boer villag xingyi counti chengdu sichuan,transport sand oper mechan plough
AS20940_1,4111,cleric work,schedul vehicl shift convey inform,armi gansu,armi
AS20940_2,9152,warehous manag,manag vehicl materi fuel,armi gansu,armi
AS20940_3,6112,farmer,plant veget,rural villag chengdu,rural villag
AS20940_4,8290,cook,cook soybean corn broad bean,soy sauc factori,produc soy sauc
AS20940_5,3116,instruct product techniqu qualiti inspect,instruct product techniqu qualiti test,soy sauc factori,produc soy sauc
AS20940_6,3415,salesperson,sell soy sauc,soy sauc factori,produc soy sauc
AS20940_7,8322,minitruck driver,deliveri,soy sauc factori,produc soy sauc
AS20941_1,5230,sell veget,buy sell veget,produc market pengzhou prefectur chengdu sichuan,veget
AS20942_1,9322,worker,packag,packag plant,produc woven bag
AS20942_2,8283,worker,perform fit process,semiconductor product compani,produc semiconductor
AS20946_1,8333,drive shop travel,drive shop travel bridg train,sichuan chemic machineri plant,produc equip chemic industri
AS20946_2,4121,payrol offic,financi work includ bookkeep distribut wage,sichuan chemic machineri plant technic school,educ
AS20947_1,2230,nurs,nurs care,xuyong counti peopl hospit luzhou prefectur sichuan,healthcar servic entiti
AS20949_1,6110,farmer,plant wheat veget,gaozhai town huzhu counti qinghai,plant grain
AS20950_1,6111,farmer,plant corn rice etc,communiti 7 gangshi villag yinshan town zizhong counti neijiang prefectur sichuan,plant grain crop
AS20951_1,5122,chef,cook,hongwa hotel,food servic
AS20951_2,5122,chef,cook,beihu hotel,food servic
AS20951_3,5122,chef,cook,tongnan hotel,food servic
AS20952_1,8121,machin oper,oper machineri,wannianchang chengdu,iron foundri steel mill
AS20952_2,8163,air compressor oper,oper compressor,wannianchang chengdu,iron foundri steel mill
AS20952_3,8163,acetylen compressor oper,oper machineri,wannianchang chengdu,iron foundri steel mill
AS20954_1,6110,plant,plant crop housework,farm,plant crop
