unique_id,isco88_cg_4,occupation_en,task_en,employer_en,product_en
AS23081_1,4212,Bank teller,Bank teller,A bank in Chengdu,Bank
AS23081_2,3439,"Data analysis, manager","Data analysis, manager",A bank in Chengdu,Bank
AS23082_1,7124,Woodworker,Woodworker,"Jianlian, Chengdu Region",Home construction
AS23082_2,9322,Shop worker,Sub-packaging worker,Pharmaceutical Factory No. 7 in Chengdu,Pharmaceutical manufacture
AS23082_3,5220,Salesperson,Salesperson,Self-employed general merchandise,"Self-employed, daily and general merchandise store"
AS23082_4,3416,Purchasing,Purchasing tea leaves and vegetables,"Self-employed, recreational tea garden",Self-employed recreational tea garden
AS23084_1,6130,Farmer,"Planting crops, raising domestic animals",Farming,"Planting crops, raising domestic animals"
AS23084_2,4131,Gathering building materials,Gathering building materials,Construction site,Home construction
AS23085_1,7100,"Crushing rocks, laying bricks, mixing cement","Crushing rocks, laying bricks, mixing cement",Construction site in Ziyang,Construction site
AS23085_2,7321,"Crushing rocks, laying bricks, mixing cement","Crushing rocks, laying bricks, mixing cement",Brick factory in Ziyang,Tile factory
AS23085_3,7120,Building houses,Building houses,Construction entity in Ziyang,Construction entity
AS23085_4,8212,Manufacturing prefabricated panel boards,Manufacturing prefabricated panel boards,Self-employed business (manufacturing prefabricated panel board),Self-employed business (manufacturing prefabricated panel boards)
AS23085_5,3416,"Management, buying materials","Management, buying materials",Self-employed business (manufacturing prefabricated panel board),Self-employed business (manufacturing prefabricated panel boards)
AS23086_1,3340,Teaching Tibetan language,Volunteer teacher of Tibetan language,Self-employed,Self-employed
AS23087_1,6000,Doing farm work,Doing farm work,Farming,Farming
AS23087_2,7422,Apprentice,Woodworking apprentice,Self-employed woodworker,Self-employed worker
AS23087_3,8271,Worker in high-temperature workshop,Worker in high-temperature workshop,Meat processing plant in Mianyang,Supplying pork
AS23087_4,5220,Buying and selling vegetables,Buying and selling vegetables,"Self-employed, vegetables",Vegetable business
AS23089_1,110,"Paratrooper, army soldier","Paratrooper, soldier in army",Army,Army
AS23089_2,110,Aviator,Aviator,Air force in Chengdu,Air force
AS23089_3,110,Administrative management work,Administrative management work,Air force in Chengdu,Air force
AS23090_1,3433,Accounting,Accounting,"Aerospace Tiansheng Group, Longquan",Investment project management
AS23091_1,3471,Apparel designer,Apparel design,Silk factory,"Weaving fabric, etc."
AS23091_2,3471,Apparel designer and tailor,"Apparel design, cutting, ordering merchandise, scheduling workers' work",Self-employed apparel workshop,Apparel design and tailoring
AS23091_3,3411,Bank marketing staff,"Answering inquiries concerning bank wealth management products, reporting ATM equipment failures",Minsheng Bank,"Deposits and withdrawals, financial management services"
AS23092_1,6110,Planting crops,Planting crops,Farming,Farming
AS23092_2,7412,Producing pastries and candies,Producing pastries and candies,Candy factory in Dayi,Candy factory in Dayi
AS23095_1,6110,Farmer,"Cultivating crops, political propaganda","Farming, educated urban youth going to countryside",Agricultural production and political propaganda
AS23095_2,8211,Worker,Miller,"Machinery factory in An County, Mianyang Prefecture, Sichuan",Processing with machinery
AS23095_3,110,Administrative office staff,Administrative office staff,"An army unit in An County, Mianyang Prefecture, Sichuan",National defense entity
AS23097_1,5220,Buying food products,Selling food products,Snack food service center in Chengdu,Snack food service center
AS23097_2,7412,Making pastries,Making pastries,Snack food service center in Chengdu,Snack food service center
AS23097_3,5169,Security work,Security work,"Longhu Real Estate Company, Chengdu",Longhu Real Estate Company
AS23097_4,8320,Grocery truck driver,Grocery truck driver,Self-employed business (driving truck),Self-employed business (driving truck)
AS23099_1,3152,Quality inspector,Quality inspection of materials and various bank notes and vouchers,"Bank note printing and engraving company in Wenjiang, Chengdu",Bank note and tax voucher printing services
AS23100_1,3152,Quality inspection worker,Quality inspector,Sofa factory in Chengdu,Sofa factory
AS23100_2,8264,"Bleaching, drying, and rolling worker","Bleaching, drying and rolling",Knitting factory in Chengdu,Knitting mill
AS23100_3,8240,Line drilling worker,Drill alignment,Furniture factory in Chengdu,Furniture factory
AS23100_4,6110,Planting crops,Planting crops,Farming in Rong County,Farming
AS23100_5,7212,"Electrowelding, looking at drawings","Electrowelding, looking at drawings",Shipyard in Shanghai,Shipyard
AS23100_6,3439,Manager,Manager,Shipyard in Shanghai,Shipyard
AS23101_1,6130,Farmer,"Planting crops, raising domestic animals",Farming,"Planting crops, raising domestic animals"
AS23101_2,8111,Coal miner,Operating machinery to drill for coal,"Three Gorges Coal Processing Plant, Chongqing",Coal mining
AS23101_3,3152,Safety inspector,"Safety inspection, supervision","Three Gorges Coal Processing Plant, Chongqing",Coal mining
AS23102_1,2332,Teacher of young children,Early childhood education,Nursery school in Luodai,Early childhood education
AS23104_1,6110,Planting crops,Planting crops,Farming,Farming
AS23104_2,7222,Fitter,Fitter,"Guoguang Electronics Plaza, Chengdu",Guoguang Electronics Plaza
AS23105_1,8240,Wood processing,Wood processing,Qingshen County Civil Welfare Furniture Factory,Furniture factory
AS23105_2,7132,Laying ceramic tiles,Affixing ceramic tiles,Interior decorating entity in Xinjiang,Interior decorating
AS23105_3,8240,Wood processing,Wood processing,National furniture factory,Furniture factory
AS23105_4,7211,Iron model foundry,Iron mold casting workshop,Compressor factory in Qingshen,Compressor factory
AS23106_1,9312,Apprentice,"Odd jobs, repairing and building railroad","Railway Ministry, Harbin",Railroad construction
AS23106_2,7120,Construction worker,Main construction,Construction site in Zhejiang,Home construction
AS23106_3,3439,Construction management,"Construction project management, main construction",Construction site in Zhejiang,Home construction
AS23107_1,9322,Candy packaging worker,Packing candies,Hechuan Walnut Slice Factory,Hechuan Walnut Slice Factory
AS23107_2,9322,Sun baking and turning worker,Turning finished bricks while sun baking,Brick yard in Mianyang,Brick manufacture
AS23107_3,6110,Farmer,Planting crops,Farming,Planting crops
AS23107_4,9322,Sun baking and turning worker,"Cutting bricks, turning finished bricks during sun baking",Brick yard in Mianyang,Brick production
AS23107_5,9142,Car washer,Washing public buses with clean water,Public bus company in Mianyang,Public bus company
AS23107_6,5220,Snack food salesperson,Snack food sales,Supermarket in Mianyang,Food product sales
AS23107_7,8139,Model manufacture,Glass model production and manufacture,Glass works in Mianyang,Glass bottle production
AS23110_1,8161,Power plant machinery operator,Power plant machinery operator,Power plant in Yibin,Power plant in Yibin
AS23110_2,8161,Power plant machinery operator,Power plant machinery operator,"Natural chemical plant, Luzhou",Natural chemical factory
AS23110_3,7137,Road maintenance and repair worker,Maintaining and repairing electrical circuits,"No. 7 China National Chemical Construction Corporation, Luzhou",No. 7 China National Chemical Construction Corporation
AS23110_4,3439,Management work,Management work,"No. 7 China National Chemical Construction Corporation, Luzhou",No. 7 China National Chemical Construction Corporation
AS23111_1,7231,Automotive mechanic,Automotive maintenance and repair,Provincial transportation company in Kangding,Transportation services
AS23111_2,3433,Accounting,Accounting,Provincial transportation company in Chengdu,Transportation services
AS23111_3,3439,Administrative management,Office administration and management,Provincial Department of Communications,Provincial transportation service
AS23111_4,3439,Project management,"Office construction projects, cafeteria management",Yemen,Overseas
AS23111_5,3433,Revenue and expenditure monitor,"Auditing and managing revenue and expenditures for various projects including financing, petroleum, and electricity",Sichuan Department of Finance office,Financial management services
AS23112_1,6110,Planting crops,Planting crops,Farming,Farming
AS23112_2,110,Soldier,Soldier,"Army unit 3136, Liaoning",Army unit 3136
AS23112_3,110,Sergeant,Sergeant,"Army unit 3136, Liaoning",Army
AS23112_4,7411,Rabbit meat separator and packer,Separator and packer of rabbit meat,Frozen rabbit factory in Guanghan,Frozen rabbit plant
AS23112_5,3439,"Workshop foreman, administrative management","Shop foreman, administrative management",Frozen rabbit factory in Guanghan,Frozen rabbit plant
AS23114_1,6130,Farmer,"Planting crops, raising domestic animals",Farming,"Planting crops, raising domestic animals"
AS23114_2,5122,Communal meal manager,"Cooking, selling food, etc.",Self-employed business,Food service
AS23115_1,3152,Quality testing,Quality testing,"Foxconn Group, Pi County",Electronic products
AS23116_1,6110,Planting crops,Planting crops,Farming,Farming
AS23117_1,110,Military service,"Doing farm work, road repair, digging tunnels, training",An army unit,Army savings bank
AS23117_2,5162,Police officer responsible for households in assigned area,Police officer,"Beida Street Police Station, Xicheng District, Chengdu",Maintaining public order
AS23117_3,5162,Police officer responsible for households in assigned area,Police officer,"Simaqiao Police Station, Chengdu",Maintaining public order
AS23117_4,5163,Prison guard,Prison guard,Chengdu detention center,Maintaining order in prison
AS23119_1,5122,Cold noodle sales,Making and selling cold noodles,Self-employed business (selling cold noodles),Cold noodle production and sales
AS23119_2,7120,Kitchen worker,Building kitchen,Self-employed business (kitchen worker),Building kitchen
AS23119_3,7120,Construction worker,"Home construction, interior decoration",Self-employed business (construction),Home construction
AS23120_1,6110,Planting crops,Planting crops,Farming,Farming
AS23120_2,5220,Selling snacks,Selling snacks,Self-employed business (selling snacks),Self-employed business (Selling snacks)
AS23121_1,6123,Silkworm breeding worker,"Feeding silkworms, silk processing, disinfection",Yingshan,Silkworm egg production
AS23122_1,6000,Doing farm work,Doing farm work,Rural village,Rural village
AS23122_2,6112,Grafting fruit trees,Fruit tree grafting and management,Rural village,Rural village
AS23122_3,6000,Doing farm work,Doing farm work,Rural village,Rural village
AS23125_1,6110,Farmer,Planting crops,Farming in Sichuan,Planting crops
AS23125_2,7141,Painter,Painting doors and windows,"Self-employed interior decoration, Sichuan",Painting doors and windows
AS23125_3,6151,Fish farming,Feeding and selling fish,Fishery business in Sichuan,Raising and selling fish
AS23125_4,4131,Paper manufacturing worker,"Taking inventory of paper, counting",Paper mill,Paper manufacture
AS23126_1,9312,Road repair worker,"Hauling earth, repairing roads","A production brigade in Sichuan, repairing roads",Road repair
AS23126_2,9312,Road maintenance worker,"Laying asphalt, mending potholes, heating asphalt",Highway maintenance section,Highway maintenance
AS23126_3,3439,Road maintenance supervisor/manager,Supervision and direction,Self-employed road repair entity,"Scheduling, supervising and managing highway maintenance work"
AS23126_4,5169,Residential subdivision security guard,"Subdivision security guard, patrolling",A residential subdivision,Subdivision security
AS23127_1,6110,Farmer,Planting crops,Farming in Chongqing,Planting crops
AS23127_2,9132,Cleaner,Cleaning wards,A hospital in Sichuan,Ward hygiene and cleaning
AS23129_1,8266,Leather production worker,Making shoes,Shoe factory,Manufacturing and selling shoes
AS23130_1,3141,Power boat pilot,Passenger and cargo transport,Shipping company,Passenger and cargo transport
AS23130_2,110,Field soldier,Physical training,Army in Shanxi,National army
AS23130_3,7136,Natural gas line maintenance and repair worker,"Pipeline installation, maintenance and repair, painting asphalt",Natural gas company,Natural gas supply
AS23130_4,8154,Oxygen preparation worker,"Operating machinery to produce oxygen, filling oxygen tanks, etc.",Natural gas company,Producing oxygen
AS23130_5,7136,Governmental agency logistics service staff,"Installing water channels, natural gas pipelines, etc.",Natural gas company,Installation
AS23130_6,5169,Security guard,Security guard,A real estate company,Apartment building security work
AS23131_1,6110,Farmer,Planting crops,Farming in Sichuan,Planting crops
AS23131_2,9333,Stevedore,"Loading and unloading cargo, maintaining vehicles, etc.",A metal recycling company in Sichuan,"Moving, maintenance and repairs"
AS23131_3,8162,Boiler stoker,Delivering coal into boiler,A metal recycling company in Sichuan,Stoking boiler
AS23131_4,9333,Mover,Consignment shipping of building materials,Self-employed mover in Sichuan,Moving building materials
AS23131_5,7137,Circuitry maintenance and repair worker,Maintaining circuitry in switch board room,Chemical engineering raw materials plant,Circuitry maintenance and repairs
AS23137_1,110,Military service,Training,"People's Armed Police Force, Guangzhou",People's Armed Police Force
AS23137_2,7436,Packaging hardware,Packaging and labeling hardware,Booming Handbags factory,Handbag manufacture
AS23137_3,4131,Mail room staff,Receiving and shipping materials,Booming Handbags factory,Booming Handbags factory
AS23137_4,7233,Shop foreman,"Managing employees, repairing machinery",Booming Handbags factory,Booming Handbags factory
AS23139_1,6110,Planting crops,Planting crops,Farming,"Farming, planting crops"
AS23140_1,6110,Planting crops,Planting crops,Farming,Farming
AS23140_2,6151,Managing fish pond,Managing fish pong,Fish farmer,Fish farmer
AS23141_1,2221,Orthopedist,Orthopedist,Hospital in Guangdong,Medical and health services
AS23141_2,2310,Post-doctoral laboratory technician,"Post-doctoral studies, animal experiments, etc.",Hospital in Guangdong,Clinical teaching
AS23141_3,2000,Post-doctoral researcher,Writing scientific research papers,West China University,Teaching and educational services
AS23142_1,3118,Draftsman,Drawing,"Factory 420, Chengdu",Military factory
AS23142_2,3434,Statistician,Statistician,"Factory 420, Chengdu",Military factory
AS23142_3,2411,Management and accounting,Management and accounting,"Factory 420, Chengdu",Military factory
AS23144_1,8223,Metal plating worker,Applying metal plating to parts,A factory,Manufacturing airplanes and engines
AS23144_2,8211,Lathe operator,Manufacturing parts,"Factory 420, Shenyang",Airplane manufacture
AS23144_3,110,Soldier,Radiographer,Army,Military service
AS23144_4,8211,Lathe operator,Manufacturing parts,Factory 132,Manufacturing airplanes
AS23144_5,7136,Natural gas pipeline maintenance,Maintaining natural gas pipeline,Factory 132,Airplane manufacture
AS23145_1,2300,Teacher,Educating students,Elementary and middle schools,Educational services
AS23146_1,7141,Painter,Responsible for painting,No. 3 Provincial Construction Company,Construction services
AS23146_2,4100,Clerk,Responsible for office work,Fire safety equipment company,Selling fire safety equipment
AS23146_3,1229,Management staff,Hotel management work,A restaurant,Hotel services
AS23146_4,1210,Proprietor,Business management work,"Restaurant, inn","Restaurant, food service"
AS23147_1,6110,Farmer,Planting crops,Rural village,Planting crops
AS23147_2,6121,Pig farm proprietor,Breeding pigs,Self-employed business,Raising pigs
AS23147_3,5169,Security,Company security work,"Quanxing Company, Longquan",Leasing company
AS23147_4,9152,Shift worker,Responsible for doorman work,Chenglong campus of Sichuan Normal University,Educational services
AS23149_1,6110,Educated urban youth,Planting crops,Rural village,Planting crops
AS23149_2,8252,Assembly worker,Assembling books,Print works,Printing services
AS23149_3,4190,Film theory and propaganda planning,Film theory and propaganda planning,Motion picture studio in Chengdu,Video services
AS23149_4,2331,Teacher,Educating students,Rural village elementary school,Educational services
AS23151_1,6112,Educated urban youth,Planting rubber,Rural village,Planting rubber
AS23151_2,2320,High school teacher,Educating students,School,Educational services
AS23151_3,3439,Women's Federation director,Women's Federation work,Neighborhood committee office,Community services
AS23151_4,3439,Social education department head,Responsible for social science work,Neighborhood committee office,Community services
AS23152_1,6110,Farmer,Planting crops,Rural village,Planting crops
AS23154_1,6110,Farmer,Planting crops,Rural village,Planting crops
AS23155_1,8261,Collecting cotton,Processing cotton,A factory,Cotton fabric production
AS23155_2,6110,Farmer,Planting crops,Rural village,Planting crops
AS23156_1,6110,Planting crops,Planting crops,Farming,Farming
AS23156_2,9322,Pork transport worker,"Porter, moving pork",Meat processing factory in Suining,Meat processing plant
AS23157_1,6110,Planting crops,Planting crops,Farming,Farming
AS23157_2,5122,Food service business proprietor,"Food service business proprietor, chef",Self-employed business in Chengdu (food service),Self-employed business (food service)
AS23157_3,4222,Civilization inspector,Civilization inspector,"Neighborhood office, Chengdu",Neighborhood office
AS23159_1,6110,Educated urban youth,Planting crops,Farming,Planting crops
AS23159_2,7233,Mechanic,Machinery maintenance and repair,Leather factory in Neijiang,Leather production
AS23159_3,4100,Office staff,Managing security personnel,Security department at a leather factory in Neijiang,Leather production
AS23159_4,5220,Salesperson,DVD rentals and sales,Self-employed business (DVD rentals),DVD rentals
AS23159_5,4211,Clerk responsible for adding value to stored-value transit cards,Computerized topping up of stored value cards,Public transportation company in Neijiang,Public transportation company
AS23161_1,9322,Worker,Arranging match box shelves,Match factory in Qionglai,Manufacturing matches
AS23161_2,9322,Hauling bricks on flatbed,Hauling bricks on flatbed,Brick yard in Qionglai,Manufacturing bricks
AS23161_3,8322,Delivering pork,Delivering pork,Food product company in Qionglai,Pork business
AS23161_4,5220,Selling pork,Selling pork,Food processing plant in Qionglai,Pork business
AS23161_5,3439,"Slaughtering pigs, workshop foreman","Slaughtering pigs, shop foreman",Food processing plant in Qionglai,Pork business
AS23164_1,6130,Farmer,"Planting crops, raising domestic animals",Farming,"Planting crops, raising domestic animals"
AS23164_2,7141,Painter,Spray and brush painting,Interior decoration,Interior decoration
AS23164_3,5220,Salesperson,Building materials sales,Self-employed business (building materials sales),Building materials sales and service
AS23165_1,6110,Planting crops,Planting crops,Farming,Farming
AS23165_2,8211,Grinder operator,Operating grinder,Locomotive factory in Chengdu,Locomotive factory
AS23165_3,3439,Management staff,Management staff,Locomotive factory in Chengdu,Locomotive factory
AS23166_1,6130,Farmer,"Planting crops, raising domestic animals",Farming,"Planting crops, raising domestic animals"
AS23167_1,6111,Farmer,Planting grain and vegetables,Farming,Planting crops
AS23167_2,8155,Carbon black production worker,Converting natural gas into carbon black,"Longchang Natural Gas Mine, Weiyuan County, Sichuan",Natural gas extraction
AS23167_3,9133,"Logistics, buyer","Buying vegetables, washing vegetables","Longchang Natural Gas Mine, Weiyuan County, Sichuan",Natural gas mine
AS23167_4,8153,Desulfurization worker,Natural gas desulfurization,"Longchang Natural Gas Mine, Weiyuan County, Sichuan",Natural gas extraction worker
AS23169_1,8277,Producing tea leaves,Producing tea leaves,Tea plant in Chengdu,Tea plant
AS23169_2,3415,Selling tea leaves,Selling tea leaves,Tea plant in Chengdu,Tea plant
AS23169_3,8320,Cargo driver,Truck driver,Self-employed business (cargo transport),Self-employed business (cargo transport)
AS23170_1,6130,Farmer,"Planting crops, raising domestic animals",Farming,"Planting crops, raising domestic animals"
AS23171_1,2310,Teacher,Teaching,Sichuan School of Animal Husbandry and Veterinary Medicine,Animal husbandry and veterinary medicine education
AS23171_2,2300,Teaching,Teaching,Air China Southwest Maintenance and Repair Base,Airplane engine maintenance and repair service base
AS23172_1,4211,Cashier,"Cashier, sales","Pharmaceuticals factory in Fenghuangshan, Xinjin",Self-employed pharmaceutical enterprise
AS23172_2,6111,Doing farm work,Doing farm work,Rural village,Rural villages
AS23174_1,6130,Farmer,"Planting crops, raising domestic animals",Farming,"Planting crops, raising domestic animals"
AS23174_2,9312,Construction worker,Moving rock,Private construction in rural village,Home construction
AS23175_1,7137,Electrician,Responsible for electric power generation work,Rural village,Agricultural services
AS23176_1,8283,Manufacturing fluorescent lamps,Product line worker,"Factory 102, Renshou",Manufacturing fluorescent lamps
AS23176_2,8232,Producing duroplast,Production line worker,"Plastics factory in Ansan, Korea",Manufacturing plastic products in Korea
AS23176_3,8212,Making cement products,Manufacturing cement products,"Cement products factory in Icheon, Korea",Cement product manufacture in Korea
AS23177_1,2332,Nursery school teacher,Early childhood education,Nursery school,Early childhood education
AS23177_2,1229,Nursery school principal,Responsible for administrative management work,Nursery school,Early childhood education
AS23177_3,3439,"Section chief, administration section",Administrative management work,Bank,Financial services
AS23179_1,8322,Driver,Driver,"A hotel in Xinjin, self-employed",Self-employed business and hotel management
AS23179_2,3112,Construction management,Construction site management,Self-employed construction industry,Self-employed construction
AS23180_1,8161,Guarding generator,Guarding generator,Hydroelectric power station,Plumbing and electrical services
AS23180_2,3152,Inspector,Inspecting products,Beverage factory,Beverage production
AS23180_3,7411,Pig's head shop proprietor,Selling pig head meat,Self-employed business,Selling pig head meat
AS23180_4,9133,Pressing garments,Pressing garments,Self-employed business,Pressing garments
AS23180_5,1210,Restaurant proprietor,Running restaurant,Self-employed business,Food service
AS23180_6,1210,Cleaning company proprietor,Running cleaning company,Self-employed business,Cleaning services
AS23180_7,5220,Snack sales,Selling food products,Self-employed business,Selling food products
AS23180_8,1210,Tea house proprietor,Running tea house,Self-employed business,Tea service
AS23180_9,6110,Farmer,Planting crops,Rural village,Planting crops
AS23181_1,6110,Farmer,Planting crops,Rural village,Planting crops
AS23181_2,5220,Proprietor of small general merchandise store,Running small general store,Self-employed business,Operating small general store
AS23182_1,7222,Fitter's apprentice,Responsible for fitter's apprentice work,Instrument factory in Chengdu,Manufacturing instruments
AS23184_1,8283,Assembly worker,Battery assembly,Battery factory,Battery production and manufacture
AS23184_2,8266,Worker,Shoe manufacture,Shoe factory,Shoe manufacture
AS23184_3,8240,Worker,Drilling holes,Furniture factory,Furniture manufacture
AS23184_4,5220,Salesperson,Selling furniture,Furniture company,Selling furniture
AS23184_5,5220,Salesperson,Battery sales,Self-employed business (battery sales),Battery sales and service
AS23185_1,6110,Farmer,Planting crops,Rural village,Planting crops
AS23186_1,9322,Hauling coal,Hauling coal,Paper mill in Qingcheng,Producing paper products
AS23186_2,8143,Shop worker,Shop worker,"Paper processing workshop, Qingcheng paper mill",Producing paper products
AS23186_3,5169,Security personnel,Security work,Chengdu Polytechnic,School
AS23186_4,2300,Life lessons teacher,Life skills teacher,School,"School, education"
AS23187_1,6000,Doing farm work,Doing farm work,Rural village,Rural village
AS23189_1,9333,Stevedore,Stevedore,Railroad entity in Xinjin,Railroad entity
AS23189_2,6110,Planting crops,Planting crops,Farming,Farming
AS23190_1,7137,Worker,Electrician,Electrical appliance factory in Zigong,Electronic apparatus manufacture
AS23190_2,2144,Circuitry designer,"Circuitry design, circuitry manufacture",Electrical appliance factory in Zigong,Electronic machinery manufacture
AS23190_3,2144,Circuitry designer,Circuitry design,Zigong Circuitry Design Institute,Circuitry design and management
AS23190_4,4222,Representative,"Financial applications, reception",Chengdu Circuitry Design Institute,Circuitry design services in Chengdu
AS23190_5,3439,Equipment custodian,"Responsible for management, maintenance and repairs",Chengdu Provincial Science and Technology Committee Design Institute,Provincial Science and Technology Committee Design Institute
AS23190_6,3118,Scientific researcher,"Drafting, scientific research projects",Chengdu Provincial Science and Technology Committee Design Institute,Provincial science and technology committee design management
AS23190_7,3416,Administrative management,Purchasing materials,Private enterprise in Chengdu,Sculpture production
AS23191_1,6110,Farmer,Planting crops,Farming,Planting crops
AS23191_2,3416,Buyer,Beverage purchasing and sales,Beverage factory,Beverage production plant
AS23191_3,3416,Plastics buyer,Purchasing and transporting plastic,Self-employed business (purchasing plastics),Purchasing plastic
AS23192_1,6110,Farmer,Planting crops,Farming,Planting crops
AS23192_2,7411,Pot-stewed vegetable merchant,"Slaughtering chickens/ducks, pot-stewing chickens and ducks and selling them",Self-employed business (pot-stewed vegetable service),Food service
AS23192_3,6112,Flower grower,Planting various flowers and plants,Planting flowers,Planting flowers and plants
AS23192_4,3416,Chicken and duck buyer,Wholesale distribution of live chickens and ducks,Self-employed business (buying chickens and ducks),Wholesale distribution of live chickens and ducks
AS23194_1,6000,Doing farm work,Doing farm work,Rural village,Rural village
AS23194_2,9162,Unskilled labor,Unskilled labor,Rural village,Rural village
AS23195_1,6110,Planting crops,Planting crops,Farming,Farming
AS23195_2,9333,Hauling concrete aggregate,Hauling concrete aggregate,Self-employed business (hauling concrete aggregate),Hauling concrete aggregate
AS23195_3,6110,"Planting crops, plowing","Planting crops, plowing",Farming,Farming
AS23195_4,6112,Planting trees,Planting trees,Landscaping entity,Landscaping entity
AS23196_1,6110,Planting crops,Planting crops,Farming,Farming
AS23196_2,7100,Interior decoration worker,Interior decorating worker,Self-employed business (contractor),Self-employed business (contractor)
AS23197_1,5123,Service staff,"Washing dishes, picking vegetables, delivering dishes to tables, etc",Restaurant,Food service
AS23197_2,6130,Farmer,"Planting crops, raising domestic animals",Farming,"Planting crops, raising domestic animals"
AS23197_3,9132,Cleaner,Cleaning services,Barbershop,Barbershop services
AS23199_1,7422,Apprentice,Apprentice,Self-employed carpenter,Carpenter
AS23199_2,7422,Making furniture,Making furniture,Self-employed carpenter,Self-employed carpenter
AS23199_3,7100,Interior decoration worker,Interior decoration worker,Self-employed interior decoration,"Interior decorating, self-employed"
AS23200_1,7120,"Construction worker, supervisor","Construction worker, supervisor",Construction site,Construction site
AS23201_1,9311,Salesperson,Picking up rocks and selling them,Self-employed business (selling limestone),Picking up rocks and selling them
AS23201_2,6112,Farmer,Planting vegetables,Farming,Planting vegetables
AS23201_3,8161,Instrument monitor shift worker,Monitoring electricity gauges,Telecommunications company in Qionglai,Electricity service
AS23201_4,4131,Warehouse custodian,Warehouse management,Telecommunications company in Qionglai,Electricity service
AS23201_5,4211,Bill collector,Managing meter billing,Telecommunications company in Qionglai,Electricity service
AS23202_1,6111,Planting crops,Planting crops,Farming,Farming
AS23202_2,110,Engineering corps,,Army,
AS23202_3,7221,Forge worker,,Internal combustion engine factory in Ziyang,
AS23202_4,8223,Iron polisher,,Internal combustion engine factory in Ziyang,
AS23202_5,6111,Planting crops,,Farming,
AS23204_1,110,Military service,Training,An army unit,Army
AS23204_2,5162,Auxiliary police,Auxiliary police,"Xiang'er Town Police Station, Meishan Prefecture",Public security administrative agency
AS23204_3,5169,Security guard,Security,Coal power plant construction company in Meishan,Coal processing enterprise
AS23204_4,4131,Warehouse attendant,Warehouse management,A glass processing plant in Chengdu,Glass processing
AS23204_5,3439,Production management,Production management,A glass processing factory in Chengdu,Glass processing
AS23206_1,7422,Furniture woodworker,Polishing and producing wooden furniture,Self-employed business (furniture manufacture),Wooden furniture manufacture
AS23206_2,7142,Painter,Spray painting,Self-employed business (furniture factory),Furniture manufacture
AS23206_3,3439,Factory manager,"Factory management, transportation, incidents",Self-employed business (furniture factory),Wooden furniture manufacture
AS23206_4,5220,Furniture sales,Wholesale furniture sales,Shopping center,Business supply sales
AS23207_1,6130,"Planting crops, grazing cattle","Planting crops, grazing cattle",Farming,Farming
AS23207_2,5122,Pastry and food service chef,Pastry and food service chef,Restaurant in Chengdu,Hotel in Chengdu
AS23207_3,5122,"Breakfast chef, delivering boxed meals","Breakfast chef, delivering boxed meals",Food and beverage shop in Shanghai,Restaurant
AS23207_4,5122,"Proprietor, chef","Proprietor, chef",Self-employed business (selling lunch),Self-employed business (selling lunch)
AS23207_5,6110,Planting crops,Planting crops,Farming,Farming
AS23207_6,8322,Taxi driver,Taxi driver,Self-employed business (driving taxi),Self-employed business (driving taxi)
AS23209_1,7435,Cutting clothes,Cutting clothing,Self-employed business (apparel store),Self-employed business (apparel store)
AS23209_2,5220,Selling chemical fiber materials,Selling chemical fiber materials,Self-employed business (selling fabric),Self-employed business (selling fabric)
AS23209_3,5220,Selling clothes,Selling clothes,Self-employed business (selling clothes),Self-employed business
AS23210_1,8211,Automotive parts processing,Automotive parts processing,Gear factory in Shuangliu,Gear factory
AS23210_2,2332,Babysitter,Babysitter,Nursery school in Shuangliu,Nursery school
AS23210_3,2332,Nursery school teacher,Nursery school teacher,Nursery school in Shuangliu,Nursery school
AS23211_1,9312,"Crushing rocks, building houses","Crushing rock, building houses",Rural village,Rural village
AS23211_2,6110,Doing farm work,Doing farm work,Rural village,Rural village
AS23212_1,6110,Planting crops,Planting crops,Farming,Farming
AS23212_2,4121,Financial accounting,Financial accounting,Self-employed business in Chengdu (selling clothes),Self-employed business (selling clothes)
AS23214_1,6111,Doing farm work,Doing farm work,Rural village,Rural village
AS23214_2,6112,Planting herbs,Planting herbs,"Pingchang County Animal Husbandry Bureau, Sichuan",Animal husbandry management
AS23214_3,7433,Cutting paper patterns for fur garments,Cutting fur garments,"Leather and fur factory in Pingchang, Sichuan",Leather and fur production
AS23214_4,5220,Self-employed business,,Self-employed business selling daily use articles,
AS23214_5,4141,Photocopier operator,,Self-employed photocopy service,
AS23215_1,6110,Farmer,"Planting crops, picking up horse manure, etc.",Farming,Planting crops
AS23215_2,6130,Farmer,"Planting crops, raising domestic animals",Farming,"Planting crops, raising domestic animals"
AS23215_3,8211,Worker (hydraulic valves),Hydrovalve parts production,Water heater company in Chengdu,Water heater manufacture
AS23217_1,6110,Planting crops,Planting crops,Farming,Farming
AS23217_2,5220,,,,Self-employed business (selling noodles)
AS23219_1,6110,Planting crops,Planting crops,Farming,Farming
AS23219_2,3117,Surveyor,Surveyor,Geological survey team in Xichang,Geological survey team
AS23219_3,8112,Mineral processing,Mineral processing,Geological survey team in Xichang,Geological survey team
AS23219_4,5220,Selling daily use articles,Selling daily use articles,Self-employed business (selling daily use items),Self-employed business (selling daily use articles)
AS23220_1,6000,Doing farm work,Doing farm work,Farming,Rural village
