occid,obsseqnr,bjobcoder,bwhsID,bjobnm,bjobdes,bjobco,bjobcode,bjobcertain
2238580,3634,am,3,modeadviseus,collectieverkop detaillist,agentur,41030,zeker duidelijk
1608658,2757,am,2,modinet,confectie naai,contectie fabriek,79130,zeker duidelijk
1723738,2941,am,1,modinet,gordijnenvitragevouwgordijn knipp confectioner,gordijnenatelier,79130,zeker duidelijk
1738367,2974,am,2,modinet,naaister,confectie,79130,zeker duidelijk
2267622,3691,am,2,modinet,naaister,confectie atelier,79130,zeker duidelijk
2343486,3834,am,2,modinet,naaister,macintosch,79130,zeker duidelijk
3030081,4910,am,1,modinet,naaiwerk,confectiebedrijf,79130,zeker duidelijk
1463770,2513,am,3,modinettecoupeus,bedrijfskled mak controler,textielbedrijf,79130,zeker duidelijk
1867537,3202,am,3,moeder huisvrouw,verzorg huishoud tak,thuis,x,zeker duidelijk
2372700,3890,am,1,molenar,mengvoedres mak,molenaarsbedrijf,77120,zeker duidelijk
2337214,3822,am,3,montag inspecteur,leiding gevenwerkvoorbereid,installatie bedrijf,21110,zeker duidelijk
2873848,4801,am,2,montag medewerker,gebied montag werkzam heden machinebouw,gebied montag werkzam heden machinebouw,03520,zeker duidelijk
2200025,3560,am,2,montagebankwerker,montag reparatie machin onderdel,metal,83420,zeker duidelijk
2178532,3534,am,2,montagebewerker,monter stal beplat,montagebedrijf,72120,onzeker duidelijk beschrijv
2062836,3337,am,1,montageinspecteur,contracter onderaannemer werkvoorbereider leid bouwplaats,instalatiebedrijf,21110,zeker duidelijk
2404318,3941,am,1,montageleider,leiding sturing montageploeg,jachtbouw,21110,zeker duidelijk
2404318,3941,am,2,montageleider,leidig sturin montageploeg,jachtbouw,21110,zeker duidelijk
2404318,3941,am,3,montagemedewerker,montag interieur,interieurbouw,95120,zeker duidelijk
1822116,3113,am,2,monteur,monter electrisch installaties,installateur,03410,zeker duidelijk
2246188,3652,am,2,monteur,laswerkzam reparaties revisie,scheepswerf,87210,zeker duidelijk
2401044,3932,am,3,monteur,onderhoudswerkzam bouw nieuw installaties,chemie,03610,zeker duidelijk
2685515,4452,am,2,monteur,technisch installatie aanlegg elektro water gas cv,installatiebedrijf,03550,zeker duidelijk
2878124,4812,am,6,monteur,monteur landbouwwerktu grondverzet heftruck,motrac verkop landbouw industriel machines,03520,zeker duidelijk
1570363,2706,am,2,monteur automatisch trein beinvloed,onderhoud storing,nederland spoorweg,03520,zeker duidelijk
2268031,3693,am,3,monteur drinkwater transportleid,onderhoud aanlegg drinkwater transportleid,waterleidingbedrijf,03310,zeker duidelijk
2672743,4417,am,2,monteur fabrikag elektrisch grootkeuk apparatur,ontwerp monter elektrisch grootkeuk apparatur,fabriek vervaard grootkeuk apparatur,03405,zeker duidelijk
3053144,4953,am,3,monteur landbouwwerktu,monteur landbouwwerktu,metal,84970,zeker duidelijk
2335337,3817,am,5,monteur mobilofon portofon installatiesnetwerk,installer onderhoud mobilofon portofon installatiesnetwerk,politie verbind dienst,03430,zeker duidelijk
1675418,2860,am,1,monteur operator,semileidinggev verantwoord produktieproces,producent incontinentieprodukt,21110,zeker duidelijk
2525663,4142,am,1,monteur operator,machines bedien,sca,84110,zeker duidelijk
2233411,3625,am,2,monteur verstekersstation accu machinekamer,monter versterkersstation accu machinekamer,telefonie ptt kpn,03430,zeker duidelijk
2401044,3932,am,4,monteur bankwerker,diver werkzam binn vakgebied metal,diver bedrijv,83420,zeker duidelijk
2344718,3838,am,2,montuer,montuer,texiel bedrijf,84970,onzeker onduid beschrijv
2664072,4393,am,2,multidisciplinair procescoordinator,leiding gev beleid opstell calamiteit coordiner,meldkamer brandwer politie ambulanc,21110,zeker duidelijk
1558361,2681,am,2,multimediamedewerker,programmeur perl,multimedia bedrijf,08420,zeker duidelijk
2777473,4606,am,1,museummedewerker,digitaliser,kastel museum,08420,zeker duidelijk
2601678,4269,am,1,musicus,lesgev componer theatermak musicer,theatergroep orkest band,17140,zeker duidelijk
1650768,2817,am,1,muskusrattenbestrijd,veldwerk kantoorwerk,provinciewaterschap,99910,zeker duidelijk
2554567,4192,am,1,muziekdocent,lesgev,thuis,17145,zeker duidelijk
2812014,4656,am,2,muzieklerar,verzorg muziekless basisschol,basisschol,17145,zeker duidelijk
2878328,4814,am,2,muzieklerar,lesgev diriger optred muziek schrijv,muziekschol lager schol middel schol,17145,zeker duidelijk
2631366,4336,am,3,muziekrecensent,journalistiek,tubantia,15915,zeker duidelijk
2304878,3747,am,2,muziekvakleerkracht,muziekless gev klass kinder leeftijd varier 4 12 jar,basisschol,13320,zeker duidelijk
2101828,3400,am,2,muzikant,muziek mak,zelfstand,17145,zeker duidelijk
2240472,3636,am,3,muzikant,componer muziek uitvoer gitaristbassist,muziektheater gezelschap,17145,zeker duidelijk
1558253,2680,am,1,nvt,nan,nan,x,zeker duidelijk
1582427,2733,am,3,naaister,naai her costum,confectie atelier,79510,zeker duidelijk
1874716,3210,am,1,naaister,achter naaimachin her costum mak,naaiatelier,79510,zeker duidelijk
1874716,3210,am,3,naaister,naaister,particulier,79510,zeker duidelijk
2017813,3267,am,4,naaister,voorwerk textiel,konfectie atelier,79510,zeker duidelijk
2180604,3536,am,2,naaister,babyart naai,babywinkel,79510,zeker duidelijk
2228787,3619,am,2,naaister,naai,lingerie,79510,zeker duidelijk
2345204,3839,am,2,naaister,naai,vakkled atelier,79510,zeker duidelijk
2600725,4265,am,1,naaister,verschill naaimachines kousenarmenhandjes,medisch atelier,79510,zeker duidelijk
2600742,4266,am,1,naaister,,geenrobey sport,79510,zeker duidelijk
2647148,4370,am,2,naaister,kleding mak,schijndel bv,79510,zeker duidelijk
2263235,3684,am,2,naarster,dameskled mak,atelier,79510,zeker duidelijk
2527425,4146,am,1,nabewerkster,afwerk monsterboekjes verfwinkel,drukkerij,92110,onzeker onduid beschrijv
1826777,3118,am,3,nacht verpleegkund ermelo,begeleid verzorg tak diver afdel,verstgehandicaptenzorg,07110,zeker duidelijk
1826777,3118,am,1,nacht verpleegkund meppel,begeleid mens ernstig gedrag problematiek,verst gehandicaptenzorg,07110,zeker duidelijk
1826777,3118,am,2,nacht verpleegkund rold,central inluister v client via computer verzorg tak clin0074,verst gehandicaptenzorg,07110,zeker duidelijk
2836025,4714,am,1,nachtportier,inuitcheck gast vergaderzal klaarmak stofzuig ontbijt klaarmak gast,hotel,54055,zeker duidelijk
1880445,3223,am,1,nachtportieralgemen medewerker,receptieschoonmaakonderhoud,hotelrestaurant,54055,zeker duidelijk
2564573,4209,am,5,nachtverpleegkund,coordiner verpleg tak,verpleeghuis,07110,zeker duidelijk
2564573,4209,am,7,nachtverpleegkund,verpleg,verzorg tehuis,07110,zeker duidelijk
2643816,4362,am,1,nageltylist,manicur,ambacht,57050,zeker duidelijk
2410245,3951,am,5,national chauffeur,chauffeur,transport,98550,zeker duidelijk
2463355,4055,am,1,national account manager,sales market trad market consultancy product development,advies bedrijf fabrikant fmcg,21110,zeker duidelijk
2216515,3594,am,1,neurofysiologisch laboant,electrofysiologisch echografisch onderzoek patient,ziekenhuis,07710,zeker duidelijk
1478367,2535,am,4,nightauditor,nachtportierreceptionist,hotel congrescentrum,39420,zeker duidelijk
3053144,4953,am,2,normalisatordocumentalist,normboek mak,metal,39310,onzeker onduid beschrijv
2771482,4589,am,1,notarieel assistent,administratief,notariaat,12910,zeker duidelijk
1687731,2884,am,1,notarieel medewerkster,onroer goed,notariskantor,12910,zeker duidelijk
1687731,2884,am,2,notarieel medewerkster,onroer goed,notariskantor,12910,zeker duidelijk
1687731,2884,am,3,notarieel medewerkster,secretaressereceptionist,notariskantor,12910,zeker duidelijk
2420346,3973,am,2,notarieel medewerkster,notarieel werk,notariskantor,12910,zeker duidelijk
2433547,4002,am,1,notaris,juridisch dienstverlen,notariskantor,12910,zeker duidelijk
1605833,2751,am,1,notarisklerk,akt opsrell alel bijkom werkzaamehd,notariaat,12910,zeker duidelijk
1483464,2548,am,2,ober,ober,camping,53210,zeker duidelijk
2213826,3590,am,1,object evenement beveiliger,receptie brandsluit rondes bewak terrein enz,rj safety security ensched,58940,zeker duidelijk
2465710,4061,am,1,objectleidster,planning controles inwerk administratie,schoonmaakbedrijf,39230,zeker duidelijk
2465710,4061,am,2,objectleidster,planning controles inwerk administratie,schoonmaakbedrijf,39230,zeker duidelijk
2265468,3686,am,2,offic assistant,verzorg facturer debiteurenbeher verwerk urenregistratie voorbereid salarisbetal,opleid detacheringsorganisatie financil0065 sector,33940,zeker duidelijk
2254863,3666,am,1,offic assistent,administratiev dienstverlen,secretariaatskantor,39310,zeker duidelijk
1503118,2564,am,1,offic manager,organisatie stroomlijn medewerker aanstur,tandheelkund centrum,21110,zeker duidelijk
1601624,2740,am,4,offic manager,divers administratief,beekhuis registeraccountant,39310,zeker duidelijk
1767022,3030,am,5,offic manager,verantwoord kanor zak,projectbureau,21110,zeker duidelijk
1770116,3034,am,5,offic manager,verzekerdenadministratie,car verzeker curacao,39350,zeker duidelijk
2154660,3484,am,2,offic manager,administratie,ondernem binn universiteit,39310,zeker duidelijk
2238580,3634,am,2,offic manager,offic management,verkoopkantor consultancy advocatur,21110,zeker duidelijk
2335358,3818,am,1,offic manager,binn eig bedrijf intern directie niveau,ict advies bureau,21110,zeker duidelijk
2335358,3818,am,2,offic manager,binn eig bedrijf intern directie niveau,scheepsbenod ict toeleverancier,21110,zeker duidelijk
2543227,4171,am,4,offic manager,directie ondersteun market ondersteun leiding gev secretariaat receptie inkop kantor draaiend houd,diver internatinal organisaties,21110,zeker duidelijk
2875867,4807,am,3,offic manager,leidinggev uitvoerd facilitair it market,advocatenkantor,21110,zeker duidelijk
2210465,3583,am,1,offic manager maatschapp stag,regelenregistrer stageadress overeenkomst,vmbo schol,39310,zeker duidelijk
2774040,4593,am,1,officemanager,secretariel tak,aircondtion koudetechniek,32120,zeker duidelijk
2426332,3989,am,3,officemanagerprojectmanager,publiciteitfondsenwervingmanag bureau,communicatieadviesbureau,21110,zeker duidelijk
2640615,4356,am,2,offset drukker,bedien drukper,drukkerijdagactiviteit centrum,92240,zeker duidelijk
2281160,3720,am,3,offsetdrukker,druk allerlei drukwerk,drukerij,92240,zeker duidelijk
2313351,3766,am,3,offsetdrukker,werk grot drukpers oplosmiddel,drukkerij,92240,zeker duidelijk
2767364,4581,am,3,offsetdrukker,druk formulier boek,drukkerij,92240,zeker duidelijk
1800815,3075,am,1,ondehoudsmonteurbankwerker,voorwerker werkplat tech dienst,metaalgaasweverij,83420,zeker duidelijk
2254647,3665,am,2,onderhoud electrisch bedrijf,plaats vertilatiekoer,installateur,85560,zeker duidelijk
1780752,3058,am,1,onderhoudbeher sporthall gymlokal,onderhoudbeher sporthallengymlokal sportveld,gemeent,55130,zeker duidelijk
2280571,3718,am,4,onderhoud electricien,onderhoud electrisch installatie vernieuw,conserv fabriek,85560,zeker duidelijk
2488716,4099,am,3,onderhoud monteur,onderhoud herstell productie machines,fietsvelg fabriek,84970,zeker duidelijk
2600231,4261,am,2,onderhoud monteur,monteur,textiel,84970,zeker duidelijk
2646652,4369,am,2,onderhoud monteur,onderhoud machines reparatie,kleiwar fabriek,84970,zeker duidelijk
2770263,4585,am,1,onderhoudspijpovenmonteur ovenmetselar,verricht all voorkom werkzam rond oven,machinal glasfabriek vervaard vensterglasvlakglas,84970,zeker duidelijk
2671413,4412,am,2,onderhoudsmedewerker,machinal onderhoud groenvoorzien,waterschap,84970,zeker duidelijk
2671413,4412,am,3,onderhoudsmedewerker,machinal onderhoud groenvoorzien,aaannemer,84970,zeker duidelijk
1882288,3228,am,6,onderhoudsmonteur,onderhoud reparatie vam productie machines,produktie bedrijf aluminium hogedruk gieterij,84970,zeker duidelijk
1882288,3228,am,7,onderhoudsmonteur,onderhoud reparer tellt machines,champignon kwekerij,84970,zeker duidelijk
1882288,3228,am,9,onderhoudsmonteur,onderhoud reparer vrachtautos,transportbedrijf,84330,zeker duidelijk
2117162,3424,am,1,onderhoudsmonteur,lass mechanisch bewerk reparer,metaalelektro,87210,zeker duidelijk
2214223,3592,am,4,onderhoudsmonteur,reparatie modificatie houtbewerkingsmachines,produktiebedrijf,84970,zeker duidelijk
2214223,3592,am,5,onderhoudsmonteur,reparatie modificatie bedrijfsmachines,gasbetonfabriek,84970,zeker duidelijk
2244626,3646,am,2,onderhoudsmonteur,onderhoud reparatiewerkzam,waterschap,84970,zeker duidelijk
2431570,3996,am,4,onderhoudsmonteur,onderhoud machines,suikerfabriek,84970,zeker duidelijk
2621876,4312,am,1,onderhoudsmonteur,machines onderhoud vuurvast industrie,vervaard vuurvast material,84970,zeker duidelijk
2621876,4312,am,3,onderhoudsmonteur,onderhoud productie machines,steenfabriek,84970,zeker duidelijk
2655313,4382,am,2,onderhoudsmonteur,onderhoud reparer machines,wasserij stomerij,84970,zeker duidelijk
2711114,4472,am,1,onderhoudsmonteur,onderhoud treinstell,ns,84970,zeker duidelijk
2841702,4730,am,1,onderhoudsmonteur,onderhoud werkzam mechanisch,karton industrie,84970,zeker duidelijk
2878857,4817,am,1,onderhoudsmonteur,reparatie medisch uitlen artikel,groenekruis noord mid limburg,85230,zeker duidelijk
3055833,4960,am,3,onderhoudsmonteur,onderhoud gebouw stalinricht,varkensonderzoek centrum,84970,zeker duidelijk
2741062,4527,am,1,onderhoudsmonteur elektrotechniek,storing nieuw installaties mak,typemachienefabriek,03405,zeker duidelijk
2323052,3784,am,1,onderhoudsmonteur mechanisch,reparatie oploss storing magazijnbeher bestell,drukkerij,84970,zeker duidelijk
1780752,3058,am,3,onderhoudsmonteurmetaalbewerk,onderhoud mechanischewerktu metaalbewerk,melkindustrie,84970,zeker duidelijk
2244626,3646,am,3,onderhoudsmonteurvrachtwagenchauffeur,onderhoudpleg wagenpark machines,bloemenexport,84970,zeker duidelijk
3007208,4859,am,2,onderhoudsschilder,onderhoud schilderwerk,schilderbedrijf,93120,zeker duidelijk
1835317,3140,am,3,onderhoudstechnicus,onderhoud transmissiestystem zender,telecomunnicatie,03430,zeker duidelijk
2314847,3770,am,2,onderneemster,all horeca activiteit,eig horeca bedrijf sam man,51030,zeker duidelijk
1518720,2596,am,1,ondernemer,verkop inkop bevoorrad,rijdend winkelwag,41030,zeker duidelijk
1734648,2964,am,1,ondernemer,ondernem,douaneexpeditie,21110,zeker duidelijk
1820065,3107,am,1,ondernemer,leidinggev,handel productie inflatables,41030,zeker duidelijk
2048026,3309,am,1,ondernemer,leidinggev,supermarkt,40030,zeker duidelijk
2138003,3458,am,1,ondernemer,eigenar kinderkled merk,textiel,41030,zeker duidelijk
2808344,4648,am,1,ondernemer,meewerk verkoper,detailhandel,45130,zeker duidelijk
2847640,4744,am,3,ondernemer,runn eig ondernem,levensmiddelenbedrijf,41030,zeker duidelijk
3020003,4886,am,3,ondernemer,eigenar kantor doel verkop financiel product,assurantiekantor,44120,zeker duidelijk
3056685,4965,am,1,ondernemer,leidinggev,interieurbeplant,21110,zeker duidelijk
2808157,4646,am,1,ondernemer directeur,directievoer,mbk installatiebedrijf,21110,zeker duidelijk
1810753,3088,am,1,ondernemer alarmcentral,directeur eigenar all voorkom werkzam,alarmcentral verzekeringswez,21110,zeker duidelijk
2330170,3807,am,1,ondernemerbeautymanager,managenschoonheidsspecialistnagelstylist,beautysalon,57040,zeker duidelijk
1603067,2744,am,2,onderofficier konlandmacht,groepscommandant infanterie,landmacht,a,zeker duidelijk
2554251,4189,am,1,onderwijs,les gev,schol,133,onzeker onduid beschrijv
2183765,3547,am,1,onderwijsadviseur,training begeleid leerkrachtenpeuterleidster ontwikkelwerk,onderwijsbegeleidingsdienst,13920,zeker duidelijk
2670582,4407,am,1,onderwijsadviseur,gev training advies,educatiev dienstverlen,13920,zeker duidelijk
2511653,4119,am,3,onderwijsassistent,rugzakbegeleider,speciaal basis onderwijs,13920,zeker duidelijk
2668471,4404,am,4,onderwijsassistent,leerkracht ondersteun kinder begeleid,basisschol,13320,zeker duidelijk
2624555,4321,am,1,onderwijskund beleidsmedewerker,ondersteun docent ontwikkel onderwijsprogrammas,onderwijs,13190,zeker duidelijk
2137715,3457,am,1,onderwijskund,onderzoek beleid management,kenniscentrum onderwijs,13920,zeker duidelijk
2313351,3766,am,2,onderwijskund,cursuss ontwikkel leerboek elearn schrijv,opleidingsinstitut sind 2000 zelfstand ondernemer,13920,zeker duidelijk
2732127,4515,am,1,onderwijskund,onderwijsontwikkel onderwijsinnovatie adviser projectleid consultatie,academie grot topklinisch ziekenhuis,13920,zeker duidelijk
2174826,3523,am,1,onderwijzer,les gev,basisschol,13320,zeker duidelijk
2285702,3727,am,1,onderwijzer,lesgev buitenschol activiteit organiser,basisonderwijs,13320,zeker duidelijk
2564485,4208,am,6,onderwijzer,groepsleerkracht zmlkklas,inrichtingschol,13590,zeker duidelijk
3063222,4974,am,1,onderwijzer,lesgev,basisschol,13320,zeker duidelijk
1620126,2775,am,1,onderwijzeres,lesgev,lager schol,13320,zeker duidelijk
1705342,2900,am,3,onderwijzeres,onderwijz jong kinder 4 tm 6,basisschol,13320,zeker duidelijk
2115128,3419,am,1,onderwijzeres,les gev,basisschol,13320,zeker duidelijk
2387631,3925,am,2,onderwijzeres,lesgev diver groep basisonderwijs,4 verschill basisschol soest groenekan afoort,13320,zeker duidelijk
2387631,3925,am,4,onderwijzeres,lesgev basisschoolgroep,stichting katholiek onderwijs soest,13320,zeker duidelijk
3035278,4922,am,3,onderwijzeres,lesgev,basisschol,13320,zeker duidelijk
2261607,3682,am,2,onderwijzeres basisschol,lesgev,basisschol,13320,zeker duidelijk
2710841,4471,am,1,onderwijzeresiber,ib werkzaamhed zorg schol,basisschol,13320,zeker duidelijk
1836257,3141,am,2,onderwijzergroepsleerkracht,lesgev intern begeleider,basisonderwijs,13320,zeker duidelijk
2856484,4762,am,2,onderzoek,ontwerp testopstell uitdenk test bedenk onderzoek technisch gebied,research nat lab philip,13190,zeker duidelijk
1708463,2908,am,3,onderzoeker,onderzoeker,universiteit,13190,zeker duidelijk
1720378,2932,am,1,onderzoeker,beleidsonderzoek dataanalys rapportag,onderzoeksbureau gelieerd universiteit,13190,zeker duidelijk
1720378,2932,am,2,onderzoeker,beleidsonderzoek statistiek,gemeent,13190,zeker duidelijk
2472177,4071,am,1,onderzoeker,ontwikkel coating formuler,incotec,13190,zeker duidelijk
2652801,4380,am,1,onderzoeker,laboratorisch onderzoek,klen startup,13190,zeker duidelijk
1537041,2641,am,4,onderzoeker postdoc,wetenschapp onderzoek,universiteit,13190,zeker duidelijk
2407602,3945,am,1,ongevallenanalist,digital analist,politie,31010,zeker duidelijk
1834525,3137,am,1,ontbijtkok,buffet bereid div werkzam,hotel,53130,zeker duidelijk
1682686,2874,am,2,ontspann masseus,shiatsu hotston massages,eig organisatie,07640,zeker duidelijk
2674185,4421,am,1,ontwerper,ontwerp kleding,retail,16240,zeker duidelijk
2760588,4564,am,1,ontwerper,ontwerp winkelconcept,ontwerpburo,16220,zeker duidelijk
2856484,4762,am,1,ontwerper werktuigkund installaties,ontwerp mak voorschrift norm bestuder,werktuigbouw,03240,zeker duidelijk
1865381,3196,am,4,ontwerperconstructeur,ontwerp bereken technisch installaties drukvat,apparatenbouw,03220,zeker duidelijk
1471607,2522,am,4,ontwikkelingswerker,project blind boer geleid,diaconal bureau kerk,21110,zeker duidelijk
2637347,4348,am,3,ontwikkelingswerker,voorlicht,oveheid buitenland zak,21110,zeker duidelijk
2188870,3559,am,2,oogst mederwerker,prei rooi,groent kwekerij,62390,zeker duidelijk
2476573,4080,am,1,oogstmedewerker,paprika pluk,tuinbouw,62390,zeker duidelijk
2642086,4359,am,1,oop,huishoudelijkedienst,schol metamer,55220,zeker duidelijk
2168725,3511,am,2,opbouwwerker,opbouwwerk,sociaal culturel instell,19310,zeker duidelijk
2583574,4247,am,6,opbouwwerker,begeleid inspraakprocedures,stichting opbouwwerk,19310,zeker duidelijk
1732703,2962,am,1,operater machinevoerder,procesverbal product,diepdruk,nan,nan
1732703,2962,am,2,operater machinevoerder,procesverbal product,diepdruk,nan,nan
1673630,2858,am,1,operatie assisstent,instrumenter assister omlop,ziekenhuis,06210,zeker duidelijk
2821325,4685,am,2,operatie assistent,assister operaties,ziekenhuis,06210,zeker duidelijk
1760603,3014,am,1,operatie assistent,assister ok s,cwz,06210,zeker duidelijk
3015677,4881,am,2,operatieassistent,assister operaties teamleid,operatiekamer ziekenhuis,06210,zeker duidelijk
2776378,4602,am,1,operatieassistent,omlop instrumenter assister tijden operaties,ziekenhuis,06210,zeker duidelijk
2348710,3848,am,2,operatieassistent,assister chirurgomlop,ziekenhuis,06210,zeker duidelijk
2348710,3848,am,3,operatieassistent,assister chirurgomlop,ziekenhuis,06210,zeker duidelijk
2221474,3602,am,2,operatiekamer verpleegkund,assister instrumenter,ignatiusziekenhuis breda,07110,zeker duidelijk
2028080,3284,am,2,operationel manager,leidinggev functie,thuiszorg,21110,zeker duidelijk
2323715,3787,am,1,operationel manager,leidinggev afdel wisslend tuss 10 15 person,machinebouwer lasrobot,21110,zeker duidelijk
1680874,2871,am,2,operation manager,manag bedrijfsonderdel,financiel dienstverlen,21110,zeker duidelijk
2877224,4810,am,1,operation managment,planning,sportbedrijf,39230,zeker duidelijk
1675418,2860,am,2,operator,doormet afwerk glasvezeltelecomkabel,produktie bovenstaand,03430,zeker duidelijk
2007200,3248,am,1,operator,assemblag scanapparatur,key tec,84145,zeker duidelijk
2100203,3398,am,5,operator,bedien mechanisch system,uitgeverij,84910,zeker duidelijk
2373351,3892,am,2,operator,werk machin,electronic,85110,zeker duidelijk
2471631,4070,am,3,operator,productie,vitrit,nan,nan
2563633,4206,am,1,operator,bijvull onderhoud koffieapparat,douw egbert,84910,onzeker duidelijk beschrijv
2563633,4206,am,6,operator,bedruk girobetaalkaart overschrijvingsboekjes ed,postbank,91060,zeker duidelijk
2754870,4550,am,1,operator,meetkamer bewak,chemisch,nan,nan
2845312,4740,am,1,operator,afvull frisdrank blik,vrumona,97155,zeker duidelijk
1522318,2599,am,5,operator troubleshooter voorman magazijn,vervaard electriciteit magazijnwerkzam,chemie,85110,zeker duidelijk
2775847,4600,am,1,operator metaalbewerk machin,bewerk stal product,vervaard spuitgietmachines,84110,zeker duidelijk
1712501,2915,am,1,operator chemie,oa demineralisatieproces nabehandel afvalwater,energiesector,96990,zeker duidelijk
2132532,3445,am,4,operator mixing,fabricer schoonmaakmiddel,diversey ensched,75640,zeker duidelijk
1855053,3179,am,3,operator pigmentindustrie,vervaard verfstoff,ten horn verfindustrie,75625,zeker duidelijk
2612172,4290,am,1,operator tankterminal,aansluit slang bijkom werkzam,tankopslag eetbar olie vet,nan,nan
1702142,2892,am,3,operator vertinn zonnecell,vertinn zonnecell doping cel tinbad,zonnecellenfabriel holecsol,nan,nan
1762814,3017,am,3,ophanger,ijzer ophang verzink opruim,metaalgieterij,83240,zeker duidelijk
1864017,3194,am,2,opleider,opleid klantencontactsentrum,semiover,39410,onzeker onduid beschrijv
2732127,4515,am,2,opleider,opleid cursusorganisatie leerplanontwikkel,academie grot toplklinisch ziekenhuis,07110,onzeker onduid beschrijv
2820620,4681,am,1,opleider adviseur,docer ontwikkelenr,ggz instell zorg,21110,zeker duidelijk
1468482,2518,am,1,opleid ziekenverzorgster,verpleg,ziekenhuis,07110,zeker duidelijk
2348710,3848,am,4,opleidingwerk operatieassistent,assister chirurgomlop,ziekenhuis,06210,zeker duidelijk
2348710,3848,am,5,opleidingwerk verpleegkund a,verpleegkund handel,ziekenhuis,07110,zeker duidelijk
1870463,3205,am,1,opleidingsadviseur coach,opleidingsaviezenopleidingsbeleidcoach,verpleg vezorgingshuiz,21110,zeker duidelijk
1537041,2641,am,1,opleidingsdirecteur civiel techniek,verantwoord inrichtng bsc msccurricula,universiteit,13190,zeker duidelijk
2135762,3452,am,1,opleidingsmanager,leidinggev professional,opleidingsinstitut,21110,zeker duidelijk
1830338,3126,am,4,opnameplanner,plann div administratiev hand,ziekenhuis,39230,zeker duidelijk
2581108,4244,am,1,oppas moeder,kinder opvang,via viela,54035,zeker duidelijk
2522530,4133,am,3,opperman,opper,metselaarbouw,21110,onzeker onduid beschrijv
2174770,3521,am,1,ops and projectteam manager,team building motivation result driv chang management,applenokia consumer god,21110,zeker duidelijk
1762503,3016,am,1,opsporingsambtenar,recherchewerkzam,fiod,58230,zeker duidelijk
1525576,2609,am,1,opsporingsambtenaarforensisch accountant,opsporingswerkzaamhedenhor zoek pv schrijv,belastingdienstfiod,58230,zeker duidelijk
1788117,3071,am,1,opticien,ondernemer,detailhandel,07530,zeker duidelijk
2622244,4313,am,1,opticien,verkoopadvies,winkel,07530,zeker duidelijk
2622244,4313,am,2,opticien,brillenglaz slijp,optiekbedrijf,07530,zeker duidelijk
2761658,4567,am,2,opticien kantor,boekhoud verkoopinkop,detailhandel,07530,zeker duidelijk
2011863,3255,am,1,optometist,oogonderzoek,ziekenhuis,07520,zeker duidelijk
2011863,3255,am,2,optometrist,oogonderzoek,optiekzak,07520,zeker duidelijk
2181077,3540,am,2,opvoedconsulent,voorlichtingencursuss gev intakegesprek informatieadvies verstrek enof doorverwijz organiser begeleid activiteit pr,opvoedondersteuningspunt,19310,zeker duidelijk
2208685,3582,am,1,opvoedingsondersteuner gehandicaptenzorg,ouder begeleidenvoorlicht gev werk videobeeld,mee veluw,19390,zeker duidelijk
2423068,3981,am,1,opzichter,nan,nan,55130,zeker duidelijk
2440510,4009,am,3,opzichter technisch tekenar,ontwerp tekenactiviteit,over gemeent,03270,zeker duidelijk
2867082,4784,am,2,order manager,envelopp order gereedmak vor productie,grafisch,21110,zeker duidelijk
2816715,4673,am,4,order picker,order pick,elektro verdel kast,97145,zeker duidelijk
2077828,3375,am,2,order pikker,order lop,cosmetica groothandel,97145,zeker duidelijk
2183444,3546,am,4,orderpicker,lopend verzamel product kar,distributiebedrijf dirk broek,97145,zeker duidelijk
2421415,3974,am,3,orderpicker,spull supermarket verzamel,distributie centrum ah,97145,zeker duidelijk
2085137,3392,am,3,orderpicker magazijn,order picking balieverkop,groothandel tweewieler,45130,zeker duidelijk
1761373,3015,am,4,organisatie adviseur,ict adviser ict projectleid,organisatie adviesbureau,21110,zeker duidelijk
1541821,2648,am,2,organisatie beleidsadviseur,ondersteun initiatiev kinderopvang gemeent regional bestur kinderopvang kwaliteitsbewak voorlicht daaruit voortvloei activit,provincial steunfunctieorganisatie kinderopvang,21110,zeker duidelijk
1680562,2870,am,2,organisatieadviseur,organisatieadvieswerk,organisatieadviesbureau diver,21110,zeker duidelijk
2708617,4467,am,1,organist,begeleid kor tijden kerkdienst ed,nan,17140,zeker duidelijk
2340223,3825,am,1,orthopedagog,gedragswetenschapper onderzoek begeleid,clusteriv schol,07630,zeker duidelijk
2340223,3825,am,2,orthopedagog eig praktijk,1e lijn psychologisch praktijk begeleid onderzoek jeugd,eig praktijk,07630,zeker duidelijk
2521557,4128,am,1,orthoptist,spreekur houd,academisch ziekenhuis,06120,zeker duidelijk
2415175,3964,am,2,overblijfmoeder,overblijfmoeder,schol,13420,zeker duidelijk
2366132,3881,am,1,po adviseur,adviser leidinggev,ziekenhuis,21110,zeker duidelijk
1848868,3157,am,2,po assistent secretares,po administratie,diver,39310,zeker duidelijk
2366132,3881,am,2,po consulent,ondersteun leidinggev uitvoer po,verpleg verzorgingshuiz,39310,zeker duidelijk
2674403,4423,am,1,poassistent,administratiefsecretarieel,over,39310,zeker duidelijk
2287363,3731,am,2,pakketbezorger,pakket bezorg,selectvracht,98550,zeker duidelijk
2544347,4174,am,2,palliatief art zer gering dienstverband,hspic art,hospic dienst gezondheidscentrum,06120,zeker duidelijk
1766486,3028,am,1,palliatief verpleegkund,verpleegkund,zorgcentra,07120,zeker duidelijk
